mass_g,year,reclat,reclong,time_period,mass_kg
689,2007,0,0,2001 to 2010,0.689
366,2007,0,0,2001 to 2010,0.366
16,2001,0,0,2001 to 2010,0.016
100,2007,0,0,2001 to 2010,0.1
53,2007,0,0,2001 to 2010,0.053
2073,2007,0,0,2001 to 2010,2.073
2445,2007,0,0,2001 to 2010,2.445
810,2001,0,0,2001 to 2010,0.81
565,2001,0,0,2001 to 2010,0.565
33,2001,0,0,2001 to 2010,0.033
22,2001,0,0,2001 to 2010,0.022
28,2001,0,0,2001 to 2010,0.028
21,2001,0,0,2001 to 2010,0.021
23,2001,0,0,2001 to 2010,0.023
16,2001,0,0,2001 to 2010,0.016
27,2001,0,0,2001 to 2010,0.027
19,2001,0,0,2001 to 2010,0.019
17,2001,0,0,2001 to 2010,0.017
13,2001,0,0,2001 to 2010,0.013
7,2001,0,0,2001 to 2010,0.007
8000,1999,23.6,-5,1991 to 2000,8
12,2001,0,0,2001 to 2010,0.012
9,2001,0,0,2001 to 2010,0.009
11,2001,0,0,2001 to 2010,0.011
13,2001,0,0,2001 to 2010,0.013
15,2001,0,0,2001 to 2010,0.015
14,2001,0,0,2001 to 2010,0.014
277,2001,0,0,2001 to 2010,0.277
1000,1999,23.6,-5,1991 to 2000,1
23,2007,0,0,2001 to 2010,0.023
533,2007,0,0,2001 to 2010,0.533
67,2007,0,0,2001 to 2010,0.067
235,2007,0,0,2001 to 2010,0.235
223.2,2007,0,0,2001 to 2010,0.22319999999999998
2472,1999,30.13333,-6.88333,1991 to 2000,2.472
859,2007,0,0,2001 to 2010,0.859
289,2006,0,0,2001 to 2010,0.289
51,2006,0,0,2001 to 2010,0.051
11730,2007,0,0,2001 to 2010,11.73
109,2007,0,0,2001 to 2010,0.109
555,2006,0,0,2001 to 2010,0.555
4000,2006,0,0,2001 to 2010,4
128,2007,0,0,2001 to 2010,0.128
245,2007,0,0,2001 to 2010,0.245
224,2007,0,0,2001 to 2010,0.224
276,2007,0,0,2001 to 2010,0.276
181,2007,0,0,2001 to 2010,0.181
50.7,2007,0,0,2001 to 2010,0.0507
198,2007,0,0,2001 to 2010,0.198
76,2007,0,0,2001 to 2010,0.076
60,2007,0,0,2001 to 2010,0.06
135,2007,0,0,2001 to 2010,0.135
90,2007,0,0,2001 to 2010,0.09
60,2007,0,0,2001 to 2010,0.06
399,2008,0,0,2001 to 2010,0.399
119,2007,0,0,2001 to 2010,0.119
609,2007,0,0,2001 to 2010,0.609
161,2008,0,0,2001 to 2010,0.161
728,2005,0,0,2001 to 2010,0.728
562,2005,0,0,2001 to 2010,0.562
80.1,2005,0,0,2001 to 2010,0.08009999999999999
853,2005,0,0,2001 to 2010,0.853
197,2006,0,0,2001 to 2010,0.197
71.4,2006,0,0,2001 to 2010,0.0714
219,2006,0,0,2001 to 2010,0.219
106.3,2006,0,0,2001 to 2010,0.10629999999999999
2313,2006,0,0,2001 to 2010,2.313
1289,2006,0,0,2001 to 2010,1.289
556,2007,0,0,2001 to 2010,0.556
155,2007,0,0,2001 to 2010,0.155
580,2007,0,0,2001 to 2010,0.58
557,2007,0,0,2001 to 2010,0.557
105.5,2007,0,0,2001 to 2010,0.1055
384,2007,0,0,2001 to 2010,0.384
810.4,2007,0,0,2001 to 2010,0.8104
665,2007,0,0,2001 to 2010,0.665
130,2008,0,0,2001 to 2010,0.13
128.7,2008,0,0,2001 to 2010,0.12869999999999998
72,2004,0,0,2001 to 2010,0.072
90,2004,0,0,2001 to 2010,0.09
30,2004,0,0,2001 to 2010,0.03
86,2004,0,0,2001 to 2010,0.086
52,2004,0,0,2001 to 2010,0.052
70,2004,0,0,2001 to 2010,0.07
200,2005,0,0,2001 to 2010,0.2
250,2005,0,0,2001 to 2010,0.25
150,2005,0,0,2001 to 2010,0.15
250,2005,0,0,2001 to 2010,0.25
44,2005,0,0,2001 to 2010,0.044
55,2005,0,0,2001 to 2010,0.055
35,2005,0,0,2001 to 2010,0.035
300,2005,0,0,2001 to 2010,0.3
70,2005,0,0,2001 to 2010,0.07
63,2006,0,0,2001 to 2010,0.063
160,2007,0,0,2001 to 2010,0.16
1223,2005,0,0,2001 to 2010,1.223
1853,2002,0,0,2001 to 2010,1.853
507.3,2007,0,0,2001 to 2010,0.5073
60.8,2007,0,0,2001 to 2010,0.0608
445,2008,0,0,2001 to 2010,0.445
468,2008,0,0,2001 to 2010,0.468
139,2007,0,0,2001 to 2010,0.139
770,2008,0,0,2001 to 2010,0.77
2455,2008,0,0,2001 to 2010,2.455
60,2008,0,0,2001 to 2010,0.06
132,2008,0,0,2001 to 2010,0.132
226,2007,0,0,2001 to 2010,0.226
276,2007,0,0,2001 to 2010,0.276
477,2008,0,0,2001 to 2010,0.477
616,2006,0,0,2001 to 2010,0.616
2020,2000,31.1,-5.18333,1991 to 2000,2.02
188.2,2007,0,0,2001 to 2010,0.18819999999999998
74.1,2007,0,0,2001 to 2010,0.0741
15.3,2003,0,0,2001 to 2010,0.015300000000000001
123,2006,0,0,2001 to 2010,0.123
29,2008,0,0,2001 to 2010,0.029
26,2003,0,0,2001 to 2010,0.026
3540,2000,31.1,-5.18333,1991 to 2000,3.54
189,2008,0,0,2001 to 2010,0.189
97.5,2006,0,0,2001 to 2010,0.0975
174,2000,31.1,-5.18333,1991 to 2000,0.174
38,2007,0,0,2001 to 2010,0.038
198,2008,0,0,2001 to 2010,0.198
476.4,2002,0,0,2001 to 2010,0.4764
1385.4,2002,0,0,2001 to 2010,1.3854000000000002
153.9,2002,0,0,2001 to 2010,0.1539
264.6,2002,0,0,2001 to 2010,0.2646
49.58,2002,0,0,2001 to 2010,0.04958
102,2000,31.1,-5.18333,1991 to 2000,0.102
2200,2008,0,0,2001 to 2010,2.2
880,2008,0,0,2001 to 2010,0.88
1120,2008,0,0,2001 to 2010,1.12
579,2008,0,0,2001 to 2010,0.579
479,2006,0,0,2001 to 2010,0.479
285,2006,0,0,2001 to 2010,0.285
285,2006,0,0,2001 to 2010,0.285
1026,2005,0,0,2001 to 2010,1.026
4205,1998,0,0,1991 to 2000,4.205
105,2000,31.1,-5.18333,1991 to 2000,0.105
295,2008,0,0,2001 to 2010,0.295
580,2004,0,0,2001 to 2010,0.58
444,2009,0,0,2001 to 2010,0.444
320,2000,31.1,-5.18333,1991 to 2000,0.32
5200,2006,0,0,2001 to 2010,5.2
26400,2006,0,0,2001 to 2010,26.4
44400,2006,0,0,2001 to 2010,44.4
958,2008,0,0,2001 to 2010,0.958
2433,2008,0,0,2001 to 2010,2.433
328,2008,0,0,2001 to 2010,0.328
593,2008,0,0,2001 to 2010,0.593
56,2008,0,0,2001 to 2010,0.056
12000,2008,0,0,2001 to 2010,12
60.9,2008,0,0,2001 to 2010,0.060899999999999996
23.5,2008,0,0,2001 to 2010,0.0235
64.5,2008,0,0,2001 to 2010,0.0645
83.9,2008,0,0,2001 to 2010,0.0839
57.8,2008,0,0,2001 to 2010,0.0578
70,2004,0,0,2001 to 2010,0.07
62,2004,0,0,2001 to 2010,0.062
91,2004,0,0,2001 to 2010,0.091
60,2005,0,0,2001 to 2010,0.06
200,2005,0,0,2001 to 2010,0.2
21,2005,0,0,2001 to 2010,0.021
50,2005,0,0,2001 to 2010,0.05
75,2005,0,0,2001 to 2010,0.075
32,2005,0,0,2001 to 2010,0.032
36,2005,0,0,2001 to 2010,0.036
50,2005,0,0,2001 to 2010,0.05
42,2006,0,0,2001 to 2010,0.042
20,2007,0,0,2001 to 2010,0.02
80,2007,0,0,2001 to 2010,0.08
75,2007,0,0,2001 to 2010,0.075
630,2007,0,0,2001 to 2010,0.63
630,2007,0,0,2001 to 2010,0.63
90,2007,0,0,2001 to 2010,0.09
10,2007,0,0,2001 to 2010,0.01
90,2007,0,0,2001 to 2010,0.09
79,2008,0,0,2001 to 2010,0.079
172.4,2008,0,0,2001 to 2010,0.1724
352.8,2008,0,0,2001 to 2010,0.3528
1160,2008,0,0,2001 to 2010,1.16
212.9,2007,0,0,2001 to 2010,0.2129
49,2007,0,0,2001 to 2010,0.049
2134,2006,0,0,2001 to 2010,2.134
107,2008,0,0,2001 to 2010,0.107
50,2008,0,0,2001 to 2010,0.05
69,2008,0,0,2001 to 2010,0.069
169,2008,0,0,2001 to 2010,0.169
280,2008,0,0,2001 to 2010,0.28
179,2008,0,0,2001 to 2010,0.179
200,2008,0,0,2001 to 2010,0.2
365,2008,0,0,2001 to 2010,0.365
161.9,2008,0,0,2001 to 2010,0.16190000000000002
97,2008,0,0,2001 to 2010,0.097
372,2008,0,0,2001 to 2010,0.372
59,2008,0,0,2001 to 2010,0.059
800,2007,0,0,2001 to 2010,0.8
259,2009,0,0,2001 to 2010,0.259
62.8,2008,0,0,2001 to 2010,0.0628
547,2008,0,0,2001 to 2010,0.547
2062,2008,0,0,2001 to 2010,2.062
380,2008,0,0,2001 to 2010,0.38
66.7,2003,0,0,2001 to 2010,0.06670000000000001
393,2007,0,0,2001 to 2010,0.393
7310,2008,0,0,2001 to 2010,7.31
90.5,2006,0,0,2001 to 2010,0.0905
392,2008,0,0,2001 to 2010,0.392
82,2008,0,0,2001 to 2010,0.082
67.5,2007,0,0,2001 to 2010,0.0675
78,2008,0,0,2001 to 2010,0.078
405,2008,0,0,2001 to 2010,0.405
268,2008,0,0,2001 to 2010,0.268
37.1,2008,0,0,2001 to 2010,0.0371
46.2,2008,0,0,2001 to 2010,0.046200000000000005
336,2008,0,0,2001 to 2010,0.336
76,2008,0,0,2001 to 2010,0.076
241.04,2008,0,0,2001 to 2010,0.24104
99.98,2008,0,0,2001 to 2010,0.09998
15.03,2008,0,0,2001 to 2010,0.01503
127,2009,0,0,2001 to 2010,0.127
478,2009,0,0,2001 to 2010,0.478
2200,2009,0,0,2001 to 2010,2.2
37,2009,0,0,2001 to 2010,0.037
180,2009,0,0,2001 to 2010,0.18
216,2009,0,0,2001 to 2010,0.216
31,2006,0,0,2001 to 2010,0.031
2100,2008,0,0,2001 to 2010,2.1
118,2008,0,0,2001 to 2010,0.118
26,2007,0,0,2001 to 2010,0.026
338,2003,0,0,2001 to 2010,0.338
369,2008,0,0,2001 to 2010,0.369
1200,2008,0,0,2001 to 2010,1.2
50000,2006,0,0,2001 to 2010,50
683,2006,0,0,2001 to 2010,0.683
581.1,2008,0,0,2001 to 2010,0.5811000000000001
1560,2008,0,0,2001 to 2010,1.56
815,2008,0,0,2001 to 2010,0.815
2900,2007,0,0,2001 to 2010,2.9
1060,2009,0,0,2001 to 2010,1.06
524,2008,0,0,2001 to 2010,0.524
2600,2008,0,0,2001 to 2010,2.6
48,2009,0,0,2001 to 2010,0.048
7286,2006,0,0,2001 to 2010,7.286
145,2009,0,0,2001 to 2010,0.145
3500,2009,0,0,2001 to 2010,3.5
321.6,2008,0,0,2001 to 2010,0.3216
196,2006,0,0,2001 to 2010,0.196
7211,2008,0,0,2001 to 2010,7.211
495,2009,0,0,2001 to 2010,0.495
20.245,2007,0,0,2001 to 2010,0.020245000000000003
497,2008,0,0,2001 to 2010,0.497
162.3,2006,0,0,2001 to 2010,0.1623
51.4,2005,0,0,2001 to 2010,0.0514
38.6,2008,0,0,2001 to 2010,0.0386
726,2005,0,0,2001 to 2010,0.726
1880,2007,0,0,2001 to 2010,1.88
33.5,2008,0,0,2001 to 2010,0.0335
734,2001,0,0,2001 to 2010,0.734
1130,2006,0,0,2001 to 2010,1.13
360,2008,0,0,2001 to 2010,0.36
1173,2001,0,0,2001 to 2010,1.173
1363,2006,0,0,2001 to 2010,1.363
995,2006,0,0,2001 to 2010,0.995
70.1,2006,0,0,2001 to 2010,0.0701
83.4,2006,0,0,2001 to 2010,0.0834
1293,2006,0,0,2001 to 2010,1.293
66,2008,0,0,2001 to 2010,0.066
264,2008,0,0,2001 to 2010,0.264
494,2007,0,0,2001 to 2010,0.494
780,2008,0,0,2001 to 2010,0.78
12000,2007,0,0,2001 to 2010,12
3237,2001,0,0,2001 to 2010,3.237
755,2007,0,0,2001 to 2010,0.755
267,2007,0,0,2001 to 2010,0.267
990,2008,0,0,2001 to 2010,0.99
186,2008,0,0,2001 to 2010,0.186
76,2008,0,0,2001 to 2010,0.076
39.2,2008,0,0,2001 to 2010,0.039200000000000006
84,2009,0,0,2001 to 2010,0.084
158,2008,0,0,2001 to 2010,0.158
214.96,2008,0,0,2001 to 2010,0.21496
1459,2007,0,0,2001 to 2010,1.459
612,2007,0,0,2001 to 2010,0.612
6500,2006,0,0,2001 to 2010,6.5
33.76,2008,0,0,2001 to 2010,0.03376
322,2007,0,0,2001 to 2010,0.322
227,2007,0,0,2001 to 2010,0.227
439,2007,0,0,2001 to 2010,0.439
44,2008,0,0,2001 to 2010,0.044
300,2008,0,0,2001 to 2010,0.3
45.6,2008,0,0,2001 to 2010,0.0456
3230,2001,0,0,2001 to 2010,3.23
1267,2001,0,0,2001 to 2010,1.267
13.3,2008,0,0,2001 to 2010,0.013300000000000001
73.7,2007,0,0,2001 to 2010,0.0737
309,2007,0,0,2001 to 2010,0.309
416,2007,0,0,2001 to 2010,0.416
156,2007,0,0,2001 to 2010,0.156
40.5,2007,0,0,2001 to 2010,0.0405
802,2006,0,0,2001 to 2010,0.802
555,2006,0,0,2001 to 2010,0.555
1965,2008,0,0,2001 to 2010,1.965
6.9,2009,0,0,2001 to 2010,0.006900000000000001
7.5,2009,0,0,2001 to 2010,0.0075
353,2006,0,0,2001 to 2010,0.353
309,2006,0,0,2001 to 2010,0.309
380,2008,0,0,2001 to 2010,0.38
74.1,2008,0,0,2001 to 2010,0.0741
8000,2008,0,0,2001 to 2010,8
157,2009,0,0,2001 to 2010,0.157
65,2006,0,0,2001 to 2010,0.065
290,2008,0,0,2001 to 2010,0.29
387,2006,0,0,2001 to 2010,0.387
575,2009,0,0,2001 to 2010,0.575
232,2007,0,0,2001 to 2010,0.232
376,2007,0,0,2001 to 2010,0.376
69,2006,0,0,2001 to 2010,0.069
71,2006,0,0,2001 to 2010,0.071
1650,2008,0,0,2001 to 2010,1.65
70,2008,0,0,2001 to 2010,0.07
261,2009,0,0,2001 to 2010,0.261
196,2009,0,0,2001 to 2010,0.196
44,2009,0,0,2001 to 2010,0.044
360,2007,0,0,2001 to 2010,0.36
525,2009,0,0,2001 to 2010,0.525
3370,2009,0,0,2001 to 2010,3.37
861,2009,0,0,2001 to 2010,0.861
241,2009,0,0,2001 to 2010,0.241
424,2009,0,0,2001 to 2010,0.424
374,2009,0,0,2001 to 2010,0.374
235,2009,0,0,2001 to 2010,0.235
36,2009,0,0,2001 to 2010,0.036
238,2009,0,0,2001 to 2010,0.238
297,2004,0,0,2001 to 2010,0.297
151000,2009,0,0,2001 to 2010,151
1450,2005,0,0,2001 to 2010,1.45
540,2005,0,0,2001 to 2010,0.54
1400,2005,0,0,2001 to 2010,1.4
285,2006,0,0,2001 to 2010,0.285
1083,2007,0,0,2001 to 2010,1.083
286,2009,0,0,2001 to 2010,0.286
1750,2009,0,0,2001 to 2010,1.75
147,2009,0,0,2001 to 2010,0.147
259,2009,0,0,2001 to 2010,0.259
3400,2004,0,0,2001 to 2010,3.4
8200,2004,0,0,2001 to 2010,8.2
105,2004,0,0,2001 to 2010,0.105
83,2007,0,0,2001 to 2010,0.083
15.5,2008,0,0,2001 to 2010,0.0155
4000,2009,0,0,2001 to 2010,4
484,2009,0,0,2001 to 2010,0.484
615,2009,0,0,2001 to 2010,0.615
29000,2009,0,0,2001 to 2010,29
720,2008,0,0,2001 to 2010,0.72
158,2008,0,0,2001 to 2010,0.158
308,2005,0,0,2001 to 2010,0.308
200,2008,0,0,2001 to 2010,0.2
298,2009,0,0,2001 to 2010,0.298
243,2009,0,0,2001 to 2010,0.243
1400,2009,0,0,2001 to 2010,1.4
59,2009,0,0,2001 to 2010,0.059
553.8,2008,0,0,2001 to 2010,0.5538
777,2008,0,0,2001 to 2010,0.777
78.85,2003,0,0,2001 to 2010,0.07884999999999999
333,2008,0,0,2001 to 2010,0.333
24.9,2008,0,0,2001 to 2010,0.0249
48.8,2008,0,0,2001 to 2010,0.048799999999999996
194,2008,0,0,2001 to 2010,0.194
119,2006,0,0,2001 to 2010,0.119
1010,2008,0,0,2001 to 2010,1.01
538,2008,0,0,2001 to 2010,0.538
503,2008,0,0,2001 to 2010,0.503
6333,2008,0,0,2001 to 2010,6.333
530,2008,0,0,2001 to 2010,0.53
1100,2007,0,0,2001 to 2010,1.1
65,2007,0,0,2001 to 2010,0.065
51,2007,0,0,2001 to 2010,0.051
130,2007,0,0,2001 to 2010,0.13
100,2007,0,0,2001 to 2010,0.1
80,2007,0,0,2001 to 2010,0.08
48,2007,0,0,2001 to 2010,0.048
95,2007,0,0,2001 to 2010,0.095
360,2007,0,0,2001 to 2010,0.36
390,2007,0,0,2001 to 2010,0.39
170,2007,0,0,2001 to 2010,0.17
160,2007,0,0,2001 to 2010,0.16
130,2007,0,0,2001 to 2010,0.13
275,2009,0,0,2001 to 2010,0.275
132,2000,0,0,1991 to 2000,0.132
150,2004,0,0,2001 to 2010,0.15
230,2004,0,0,2001 to 2010,0.23
330,2004,0,0,2001 to 2010,0.33
12,2008,0,0,2001 to 2010,0.012
302,2008,0,0,2001 to 2010,0.302
370,2004,0,0,2001 to 2010,0.37
25000,2004,0,0,2001 to 2010,25
400,2004,0,0,2001 to 2010,0.4
90,2004,0,0,2001 to 2010,0.09
51,2004,0,0,2001 to 2010,0.051
758.7,2008,0,0,2001 to 2010,0.7587
224.8,2008,0,0,2001 to 2010,0.2248
29.1,2007,0,0,2001 to 2010,0.0291
163,2002,0,0,2001 to 2010,0.163
1750,2002,0,0,2001 to 2010,1.75
710,2005,0,0,2001 to 2010,0.71
250,2002,0,0,2001 to 2010,0.25
2300,2002,0,0,2001 to 2010,2.3
289.1,2003,0,0,2001 to 2010,0.2891
41.3,2003,0,0,2001 to 2010,0.041299999999999996
20,2002,0,0,2001 to 2010,0.02
121.3,2003,0,0,2001 to 2010,0.12129999999999999
299.2,2006,0,0,2001 to 2010,0.29919999999999997
264,2004,0,0,2001 to 2010,0.264
350,2005,0,0,2001 to 2010,0.35
450,2005,0,0,2001 to 2010,0.45
1374.12,2007,30.45625,-5.48672,2001 to 2010,1.3741199999999998
296.05,2007,0,0,2001 to 2010,0.29605000000000004
3178.5,2008,0,0,2001 to 2010,3.1785
146,2008,0,0,2001 to 2010,0.146
178,2009,0,0,2001 to 2010,0.178
3800,2008,0,0,2001 to 2010,3.8
2670,2008,0,0,2001 to 2010,2.67
239,2008,0,0,2001 to 2010,0.239
79.31,2002,0,0,2001 to 2010,0.07931
212.8,2002,0,0,2001 to 2010,0.21280000000000002
5102.4,2002,0,0,2001 to 2010,5.102399999999999
623.9,2002,0,0,2001 to 2010,0.6239
238.7,2002,0,0,2001 to 2010,0.2387
270,2009,0,0,2001 to 2010,0.27
225,2009,0,0,2001 to 2010,0.225
544,2008,0,0,2001 to 2010,0.544
125,2010,0,0,2001 to 2010,0.125
200,2010,0,0,2001 to 2010,0.2
37.4,2010,0,0,2001 to 2010,0.037399999999999996
74.2,2010,0,0,2001 to 2010,0.0742
53,2010,0,0,2001 to 2010,0.053
76.5,2010,0,0,2001 to 2010,0.0765
42,2010,0,0,2001 to 2010,0.042
560,2010,0,0,2001 to 2010,0.56
662,2009,0,0,2001 to 2010,0.662
333,2010,0,0,2001 to 2010,0.333
259,2009,0,0,2001 to 2010,0.259
89,2009,0,0,2001 to 2010,0.089
358,2008,0,0,2001 to 2010,0.358
726,2007,0,0,2001 to 2010,0.726
29,2003,0,0,2001 to 2010,0.029
144,2005,0,0,2001 to 2010,0.144
500,2003,0,0,2001 to 2010,0.5
44,2009,0,0,2001 to 2010,0.044
153,2009,0,0,2001 to 2010,0.153
380,2009,0,0,2001 to 2010,0.38
180,2009,0,0,2001 to 2010,0.18
197,2009,0,0,2001 to 2010,0.197
328,2009,0,0,2001 to 2010,0.328
180,2009,0,0,2001 to 2010,0.18
110,2009,0,0,2001 to 2010,0.11
20,2009,0,0,2001 to 2010,0.02
87,2009,0,0,2001 to 2010,0.087
19,2009,0,0,2001 to 2010,0.019
145,2009,0,0,2001 to 2010,0.145
156,2009,0,0,2001 to 2010,0.156
68,2009,0,0,2001 to 2010,0.068
2775,2009,0,0,2001 to 2010,2.775
1195,2009,0,0,2001 to 2010,1.195
247,2009,0,0,2001 to 2010,0.247
339,2009,0,0,2001 to 2010,0.339
126,2009,0,0,2001 to 2010,0.126
149,2009,0,0,2001 to 2010,0.149
42,2009,0,0,2001 to 2010,0.042
269,2009,0,0,2001 to 2010,0.269
35400,2008,30.51667,-4.3,2001 to 2010,35.4
43.5,2009,0,0,2001 to 2010,0.0435
6.97,2008,0,0,2001 to 2010,0.00697
3.03,2008,0,0,2001 to 2010,0.0030299999999999997
109.4,2010,0,0,2001 to 2010,0.10940000000000001
398,2007,0,0,2001 to 2010,0.398
1934,2007,0,0,2001 to 2010,1.934
564,2009,0,0,2001 to 2010,0.564
478,2003,0,0,2001 to 2010,0.478
200,2010,0,0,2001 to 2010,0.2
240,2010,0,0,2001 to 2010,0.24
1724,2009,0,0,2001 to 2010,1.724
800,2010,0,0,2001 to 2010,0.8
340,2010,0,0,2001 to 2010,0.34
55.7,2010,0,0,2001 to 2010,0.0557
216,2005,30.928,-4.85833,2001 to 2010,0.216
145,2005,30.9715,-4.94983,2001 to 2010,0.145
113,2010,0,0,2001 to 2010,0.113
141,2009,0,0,2001 to 2010,0.141
136,2009,0,0,2001 to 2010,0.136
273,2010,0,0,2001 to 2010,0.273
400,2010,0,0,2001 to 2010,0.4
500,2010,0,0,2001 to 2010,0.5
225,2010,0,0,2001 to 2010,0.225
698,2010,0,0,2001 to 2010,0.698
372,2010,0,0,2001 to 2010,0.372
276,2010,0,0,2001 to 2010,0.276
54.5,2010,0,0,2001 to 2010,0.0545
309,2010,0,0,2001 to 2010,0.309
976,2010,0,0,2001 to 2010,0.976
58.1,2010,0,0,2001 to 2010,0.0581
1.3,2010,0,0,2001 to 2010,0.0013
385,2008,0,0,2001 to 2010,0.385
302,2010,0,0,2001 to 2010,0.302
516,2010,0,0,2001 to 2010,0.516
11445,2009,0,0,2001 to 2010,11.445
135,2010,0,0,2001 to 2010,0.135
130,2010,0,0,2001 to 2010,0.13
129,2010,0,0,2001 to 2010,0.129
104,2006,0,0,2001 to 2010,0.104
1021,2006,0,0,2001 to 2010,1.021
2211,2008,0,0,2001 to 2010,2.211
488,2010,0,0,2001 to 2010,0.488
4426,2010,0,0,2001 to 2010,4.426
293,2010,0,0,2001 to 2010,0.293
3467,2010,0,0,2001 to 2010,3.467
1050,2010,0,0,2001 to 2010,1.05
250,2010,0,0,2001 to 2010,0.25
725,2010,0,0,2001 to 2010,0.725
575,2010,0,0,2001 to 2010,0.575
134.5,2010,0,0,2001 to 2010,0.1345
66,2009,0,0,2001 to 2010,0.066
62.62,2009,0,0,2001 to 2010,0.06262
233,2009,0,0,2001 to 2010,0.233
478,2009,0,0,2001 to 2010,0.478
231.3,2009,0,0,2001 to 2010,0.2313
594,2009,0,0,2001 to 2010,0.594
743,2009,0,0,2001 to 2010,0.743
346,2009,0,0,2001 to 2010,0.346
79.2,2008,0,0,2001 to 2010,0.0792
453,2008,0,0,2001 to 2010,0.453
324,2009,0,0,2001 to 2010,0.324
72.5,2009,0,0,2001 to 2010,0.0725
172.4,2009,0,0,2001 to 2010,0.1724
654,2009,0,0,2001 to 2010,0.654
222.4,2010,0,0,2001 to 2010,0.22240000000000001
35.5,2010,0,0,2001 to 2010,0.0355
70.8,2010,0,0,2001 to 2010,0.0708
262.8,2002,0,0,2001 to 2010,0.26280000000000003
610,2002,0,0,2001 to 2010,0.61
494.1,2002,0,0,2001 to 2010,0.49410000000000004
839.1,2002,0,0,2001 to 2010,0.8391000000000001
767.4,2002,0,0,2001 to 2010,0.7674
156.7,2002,0,0,2001 to 2010,0.15669999999999998
153.1,2002,0,0,2001 to 2010,0.15309999999999999
176.1,2002,0,0,2001 to 2010,0.1761
164,2010,0,0,2001 to 2010,0.164
136,2010,0,0,2001 to 2010,0.136
72.2,2010,0,0,2001 to 2010,0.0722
64.5,2010,0,0,2001 to 2010,0.0645
942,2010,0,0,2001 to 2010,0.942
26,2010,0,0,2001 to 2010,0.026
94.7,2010,0,0,2001 to 2010,0.0947
148,2010,0,0,2001 to 2010,0.148
730,2010,0,0,2001 to 2010,0.73
50.5,2010,0,0,2001 to 2010,0.0505
1123,2010,0,0,2001 to 2010,1.123
1277,2010,0,0,2001 to 2010,1.277
168.3,2010,0,0,2001 to 2010,0.1683
54.3,2010,0,0,2001 to 2010,0.054299999999999994
760,2010,0,0,2001 to 2010,0.76
554,2005,0,0,2001 to 2010,0.554
109,2008,0,0,2001 to 2010,0.109
186,2008,0,0,2001 to 2010,0.186
300,2004,0,0,2001 to 2010,0.3
300,2004,0,0,2001 to 2010,0.3
48.7,2009,0,0,2001 to 2010,0.0487
6000,2009,0,0,2001 to 2010,6
14830,2009,0,0,2001 to 2010,14.83
162,2010,0,0,2001 to 2010,0.162
215.8,2010,0,0,2001 to 2010,0.21580000000000002
372.3,2010,0,0,2001 to 2010,0.3723
401,2005,0,0,2001 to 2010,0.401
850,2007,0,0,2001 to 2010,0.85
24000,2008,0,0,2001 to 2010,24
11800,2008,0,0,2001 to 2010,11.8
10000,2009,0,0,2001 to 2010,10
43000,2006,0,0,2001 to 2010,43
1716,2009,0,0,2001 to 2010,1.716
3200,2009,0,0,2001 to 2010,3.2
371,2010,0,0,2001 to 2010,0.371
88,2010,0,0,2001 to 2010,0.088
2010,2010,0,0,2001 to 2010,2.01
469,2010,0,0,2001 to 2010,0.469
169,2010,0,0,2001 to 2010,0.169
734,2010,0,0,2001 to 2010,0.734
253,2010,0,0,2001 to 2010,0.253
506,2010,0,0,2001 to 2010,0.506
115.7,2009,0,0,2001 to 2010,0.1157
225,2009,0,0,2001 to 2010,0.225
447,2009,0,0,2001 to 2010,0.447
19.1,2009,0,0,2001 to 2010,0.019100000000000002
237,2010,0,0,2001 to 2010,0.237
365,2010,0,0,2001 to 2010,0.365
164,2010,0,0,2001 to 2010,0.164
147,2010,0,0,2001 to 2010,0.147
44.7,2010,0,0,2001 to 2010,0.044700000000000004
64.6,2003,0,0,2001 to 2010,0.06459999999999999
411,2009,0,0,2001 to 2010,0.411
550,2006,0,0,2001 to 2010,0.55
300,2005,0,0,2001 to 2010,0.3
631.5,2009,0,0,2001 to 2010,0.6315
96,2010,0,0,2001 to 2010,0.096
603,2010,0,0,2001 to 2010,0.603
312,2010,0,0,2001 to 2010,0.312
602,2010,0,0,2001 to 2010,0.602
800,2010,0,0,2001 to 2010,0.8
385,2010,0,0,2001 to 2010,0.385
437,2010,0,0,2001 to 2010,0.437
60.1,2010,0,0,2001 to 2010,0.0601
13.7,2010,0,0,2001 to 2010,0.013699999999999999
688,2010,0,0,2001 to 2010,0.688
41.3,2010,0,0,2001 to 2010,0.041299999999999996
4.5,2009,0,0,2001 to 2010,0.0045
2370,2010,0,0,2001 to 2010,2.37
3.2,2010,0,0,2001 to 2010,0.0032
80,2002,0,0,2001 to 2010,0.08
1100,2004,0,0,2001 to 2010,1.1
45,2004,0,0,2001 to 2010,0.045
41.5,2005,0,0,2001 to 2010,0.0415
11.5,2005,0,0,2001 to 2010,0.0115
44.6,2005,0,0,2001 to 2010,0.0446
311,2009,0,0,2001 to 2010,0.311
93,2009,0,0,2001 to 2010,0.093
7.1,2009,0,0,2001 to 2010,0.0070999999999999995
20.1,2009,0,0,2001 to 2010,0.0201
45,2009,0,0,2001 to 2010,0.045
62,2009,0,0,2001 to 2010,0.062
169.3,2009,0,0,2001 to 2010,0.1693
5.1,2009,0,0,2001 to 2010,0.0050999999999999995
146,2009,0,0,2001 to 2010,0.146
